datasetid,recordid,sexe_de_l_etudiant,niveau_geo,diffusable,sexe,a_des_effectifs_ing,secteur_de_l_etablissement,niveau_geographique,rentree_universitaire,regroupement,rentree,reg_id,secret,secteur,effectif,donnees_soumises_au_secret_stat,a_des_effectifs_dut,geo_nom,geo_id,donnees_diffusables,rgp_formations_ou_etablissements,record_timestamp,effectif_ing,effectif_dut
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,dde666f267c6a7b9002efd3b9c17584cee143e86,Masculin,REGION,oui,1,non,Établissements privés,Région,2001-02,CPGE,2001,R76,non,PR,522,Autres données,non,Occitanie,R76,Données diffusables,Classes préparatoires aux grandes écoles (CPGE),2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,699c76861149be7c112539816a4bcd7c92d99493,Masculin,REGION,oui,1,non,Établissements privés,Région,2001-02,EC_ART,2001,R76,non,PR,249,Autres données,non,Occitanie,R76,Données diffusables,Écoles supérieures art et culture,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,0407c1a486e790639f91e19e601baaca7bafa8b8,Masculin,REGION,oui,1,non,Établissements privés,Région,2001-02,EC_PARAM,2001,R76,non,PR,832,Autres données,non,Occitanie,R76,Données diffusables,Écoles paramédicales et sociales,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,7d2fdd85f84e95da8ca9bf034f7be05e55181294,Feminin,REGION,oui,2,non,Établissements privés,Région,2001-02,EPEU,2001,R76,non,PR,1124,Autres données,non,Occitanie,R76,Données diffusables,Etablissements d'enseignement universitaire privés,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,8f6055070c02b8f3575ca76bddd558815190e97a,Masculin,REGION,oui,1,non,Établissements privés,Région,2001-02,EPEU,2001,R76,non,PR,862,Autres données,non,Occitanie,R76,Données diffusables,Etablissements d'enseignement universitaire privés,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,d935d3f6dfdeae27d1d725fe3fa892110e510689,Feminin,REGION,oui,2,oui,Établissements privés,Région,2001-02,TOTAL,2001,R76,non,PR,12503,Autres données,non,Occitanie,R76,Données diffusables,Total des formations d'enseignement supérieur,2017-04-03T14:31:09+02:00,181,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,577419ae39e0d647435683bb84001b79a1a49ee4,Feminin,REGION,oui,2,non,Établissements privés,Région,2001-02,CPGE,2001,R84,non,PR,623,Autres données,non,Auvergne-Rhône-Alpes,R84,Données diffusables,Classes préparatoires aux grandes écoles (CPGE),2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,c67cad5b2d41e46fd543dd494be014c4e763e017,Feminin,REGION,oui,2,non,Établissements publics,Région,2001-02,EC_JUR,2001,R84,non,PU,775,Autres données,non,Auvergne-Rhône-Alpes,R84,Données diffusables,Écoles juridiques et administratives,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,328d6b5052ff67ed030be698e6c620751fc6580e,Masculin,REGION,oui,1,non,Établissements privés,Région,2001-02,EC_JUR,2001,R84,non,PR,127,Autres données,non,Auvergne-Rhône-Alpes,R84,Données diffusables,Écoles juridiques et administratives,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,faa908f893cd381e79a306b99732daacdeac2f00,Masculin,REGION,oui,1,non,Établissements publics,Région,2001-02,EC_JUR,2001,R84,non,PU,1014,Autres données,non,Auvergne-Rhône-Alpes,R84,Données diffusables,Écoles juridiques et administratives,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,b2cb71b30bf9233d1771bc4bd998069b09695396,Masculin,REGION,oui,1,non,Établissements privés,Région,2001-02,EC_PARAM,2001,R84,non,PR,913,Autres données,non,Auvergne-Rhône-Alpes,R84,Données diffusables,Écoles paramédicales et sociales,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,dad23866d22e2c58504d8aa31cf773446497cb06,Feminin,REGION,oui,2,non,Établissements publics,Région,2001-02,EC_autres,2001,R84,non,PU,7611,Autres données,non,Auvergne-Rhône-Alpes,R84,Données diffusables,Autres écoles de spécialités diverses,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,e21e614efd0e4da469ccd0786e29417047eb1b77,Masculin,REGION,oui,1,oui,Établissements privés,Région,2001-02,ING_autres,2001,R84,non,PR,1599,Autres données,non,Auvergne-Rhône-Alpes,R84,Données diffusables,Autres formations d'ingénieurs,2017-04-03T14:31:09+02:00,1599,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,3ecacf7e544d136ecf44ee40ebd09a174c02aea0,Masculin,REGION,oui,1,oui,Établissements publics,Région,2001-02,INP,2001,R84,non,PU,3654,Autres données,non,Auvergne-Rhône-Alpes,R84,Données diffusables,Instituts nationaux polytechniques (INP),2017-04-03T14:31:09+02:00,2682,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,2ff0605e634aad813485d38682db689cb7b066c0,Masculin,REGION,oui,1,non,Établissements privés,Région,2001-02,STS,2001,R84,non,PR,4307,Autres données,non,Auvergne-Rhône-Alpes,R84,Données diffusables,Sections de techniciens supérieurs (STS) et assimilés,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,e4e0230a8d641722a8ad0240dd24b58292cd0c9e,Feminin,REGION,oui,2,non,Établissements publics,Région,2001-02,STS,2001,R84,non,PU,8524,Autres données,non,Auvergne-Rhône-Alpes,R84,Données diffusables,Sections de techniciens supérieurs (STS) et assimilés,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,7ffbd5a447a8e77d1c15fba308405d2788baad98,Masculin,REGION,oui,1,oui,Établissements privés,Région,2001-02,TOTAL,2001,R84,non,PR,14768,Autres données,non,Auvergne-Rhône-Alpes,R84,Données diffusables,Total des formations d'enseignement supérieur,2017-04-03T14:31:09+02:00,1599,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,a3fca2031b050f7fb38e87e179097a998707c95c,Masculin,REGION,oui,1,oui,Établissements publics,Région,2001-02,UNIV,2001,R84,non,PU,70961,Autres données,oui,Auvergne-Rhône-Alpes,R84,Données diffusables,Universités,2017-04-03T14:31:09+02:00,2190,10171
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,78e4c8ffef02698fe5286cd084458987a4cab042,Masculin,REGION,oui,1,non,Établissements publics,Région,2001-02,CPGE,2001,R93,non,PU,2590,Autres données,non,Provence-Alpes-Côte d'Azur,R93,Données diffusables,Classes préparatoires aux grandes écoles (CPGE),2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,bdbd6b6e6c351f2b909852ab00cba74712eef565,Feminin,REGION,oui,2,non,Établissements privés,Région,2001-02,CPGE,2001,R93,non,PR,204,Autres données,non,Provence-Alpes-Côte d'Azur,R93,Données diffusables,Classes préparatoires aux grandes écoles (CPGE),2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,e11f95ec10b90dc209bcb01679e8abcd07a22002,Feminin,REGION,oui,2,non,Établissements publics,Région,2001-02,EC_JUR,2001,R93,non,PU,7,Autres données,non,Provence-Alpes-Côte d'Azur,R93,Données diffusables,Écoles juridiques et administratives,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,8e8139bfa1edd5947a533a013187d4dfbfcf7d2b,Feminin,REGION,oui,2,oui,Établissements publics,Région,2001-02,ING_autres,2001,R93,non,PU,65,Autres données,non,Provence-Alpes-Côte d'Azur,R93,Données diffusables,Autres formations d'ingénieurs,2017-04-03T14:31:09+02:00,65,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,49a1f8d6b999e592a41a532ccc735c6f9d06a6bf,Masculin,REGION,oui,1,non,Établissements publics,Région,2001-02,STS,2001,R93,non,PU,5336,Autres données,non,Provence-Alpes-Côte d'Azur,R93,Données diffusables,Sections de techniciens supérieurs (STS) et assimilés,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,e9ab184606cebc22fb96f22c6a3238e781bae082,Masculin,REGION,oui,1,oui,Établissements publics,Région,2001-02,TOTAL,2001,R93,non,PU,60163,Autres données,oui,Provence-Alpes-Côte d'Azur,R93,Données diffusables,Total des formations d'enseignement supérieur,2017-04-03T14:31:09+02:00,2727,4712
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,6b7b4172a805f17c5201dd93b8fbf823b503ac05,Feminin,REGION,oui,2,oui,Établissements publics,Région,2001-02,TOTAL,2001,R93,non,PU,76233,Autres données,oui,Provence-Alpes-Côte d'Azur,R93,Données diffusables,Total des formations d'enseignement supérieur,2017-04-03T14:31:09+02:00,683,3145
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,a4438b45f5111c50883a35a6ab6a349c2723bc0a,Feminin,REGION,oui,2,non,Établissements publics,Région,2001-02,EC_autres,2001,R94,non,PU,232,Autres données,non,Corse,R94,Données diffusables,Autres écoles de spécialités diverses,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,ba1e543c1eec6de83762107d149d198a0afa3790,Feminin,REGION,oui,2,non,Établissements publics,Région,2001-02,STS,2001,R94,non,PU,267,Autres données,non,Corse,R94,Données diffusables,Sections de techniciens supérieurs (STS) et assimilés,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,853187e096646daa34689016677d392ea89243a0,Masculin,REGION,oui,1,non,Établissements privés,Région,2001-02,STS,2001,R94,non,PR,15,Autres données,non,Corse,R94,Données diffusables,Sections de techniciens supérieurs (STS) et assimilés,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,ce18820d87f4a7c27332ecb30dbfa67bba429302,Feminin,REGION,oui,2,non,Établissements privés,Région,2001-02,STS,2001,R94,non,PR,21,Autres données,non,Corse,R94,Données diffusables,Sections de techniciens supérieurs (STS) et assimilés,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,645905e84d7c3d180cae75b4b3f1155d5a0ac017,Feminin,REGION,oui,2,non,Établissements privés,Région,2001-02,TOTAL,2001,R94,non,PR,61,Autres données,non,Corse,R94,Données diffusables,Total des formations d'enseignement supérieur,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,3b4edf9f89ccfaea3ff076ceede75094b5e11ef9,Feminin,REGION,oui,2,non,Établissements publics,Région,2001-02,TOTAL,2001,R99,non,PU,49,Autres données,non,,R99,Données diffusables,Total des formations d'enseignement supérieur,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,3c49c9e760a61efb34a62425f7403345e5ede18e,Feminin,REGION,oui,2,non,Établissements publics,Région,2001-02,UNIV,2001,R99,non,PU,41,Autres données,non,,R99,Données diffusables,Universités,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,293c546f6ab1120b56fc14180d4670c0714118a6,Feminin,REGION,oui,2,non,Établissements publics,Région,2001-02,CPGE,2001,R00,non,PU,46,Autres données,non,"Nouvelle-Calédonie, Polynésie française, Saint-Martin",R00,Données diffusables,Classes préparatoires aux grandes écoles (CPGE),2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,5618a17122b01d6531421c65134a8ed8ec04dbf3,Feminin,REGION,oui,2,non,Établissements publics,Région,2001-02,STS,2001,R00,non,PU,358,Autres données,non,"Nouvelle-Calédonie, Polynésie française, Saint-Martin",R00,Données diffusables,Sections de techniciens supérieurs (STS) et assimilés,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,e627ff0fcba3c42c5a7e90c42029dfe83976fb09,Feminin,REGION,oui,2,non,Établissements privés,Région,2001-02,STS,2001,R00,non,PR,36,Autres données,non,"Nouvelle-Calédonie, Polynésie française, Saint-Martin",R00,Données diffusables,Sections de techniciens supérieurs (STS) et assimilés,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,73db34653127885507fef853efe36b6e4ed2272c,Feminin,REGION,oui,2,non,Établissements publics,Région,2001-02,CPGE,2001,R01,non,PU,74,Autres données,non,Guadeloupe,R01,Données diffusables,Classes préparatoires aux grandes écoles (CPGE),2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,c04c88c08eb67bf99c7867b0f4d5b835c3178d87,Masculin,REGION,oui,1,non,Établissements publics,Région,2001-02,EC_PARAM,2001,R01,non,PU,19,Autres données,non,Guadeloupe,R01,Données diffusables,Écoles paramédicales et sociales,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,da11cc9ece96a1237c0ad1bb3923f376676c7efb,Masculin,REGION,oui,1,non,Établissements privés,Région,2001-02,STS,2001,R01,non,PR,137,Autres données,non,Guadeloupe,R01,Données diffusables,Sections de techniciens supérieurs (STS) et assimilés,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,f75140cde9adf192aae36eda3d261adc628049a8,Masculin,REGION,oui,1,non,Établissements privés,Région,2001-02,TOTAL,2001,R01,non,PR,154,Autres données,non,Guadeloupe,R01,Données diffusables,Total des formations d'enseignement supérieur,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,b0a21cf7c66ff969c2a1c922f7cb9c5452e41109,Feminin,REGION,oui,2,non,Établissements publics,Région,2001-02,TOTAL,2001,R01,non,PU,4009,Autres données,oui,Guadeloupe,R01,Données diffusables,Total des formations d'enseignement supérieur,2017-04-03T14:31:09+02:00,,61
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,e81c47534e393fb863d29ac707565674665acca0,Masculin,REGION,oui,1,non,Établissements publics,Région,2001-02,UNIV,2001,R01,non,PU,2047,Autres données,oui,Guadeloupe,R01,Données diffusables,Universités,2017-04-03T14:31:09+02:00,,22
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,9a685a51f2b01ba32daa81d7226a5565540693f4,Masculin,REGION,oui,1,non,Établissements privés,Région,2001-02,EC_autres,2001,R02,non,PR,12,Autres données,non,Martinique,R02,Données diffusables,Autres écoles de spécialités diverses,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,c14b6bc1f7e88df0c54abc07713dc3547ee287ab,Masculin,REGION,oui,1,non,Établissements publics,Région,2001-02,STS,2001,R02,non,PU,550,Autres données,non,Martinique,R02,Données diffusables,Sections de techniciens supérieurs (STS) et assimilés,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,7d695fec2e3ea4697e70f289117564ea506bccb6,Feminin,REGION,oui,2,non,Établissements privés,Région,2001-02,TOTAL,2001,R02,non,PR,476,Autres données,non,Martinique,R02,Données diffusables,Total des formations d'enseignement supérieur,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,6c5dc94e9eab2ca6fd665c89f99593d2dfa9da7a,Feminin,REGION,oui,2,non,Établissements publics,Région,2001-02,TOTAL,2001,R02,non,PU,4857,Autres données,oui,Martinique,R02,Données diffusables,Total des formations d'enseignement supérieur,2017-04-03T14:31:09+02:00,,13
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,5c541db7e85247aae9841f1d76e00c6668ed46e3,Feminin,REGION,oui,2,non,Établissements privés,Région,2001-02,TOTAL,2001,R03,non,PR,198,Autres données,non,Guyane,R03,Données diffusables,Total des formations d'enseignement supérieur,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,9aef61dad9254d0e31a9698f277f526ac0d153d4,Masculin,REGION,oui,1,non,Établissements privés,Région,2001-02,EC_ART,2001,R04,non,PR,38,Autres données,non,La Réunion,R04,Données diffusables,Écoles supérieures art et culture,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,3cdcf91b7592fa18b9fa34909f3a15f449a78044,Feminin,REGION,oui,2,non,Établissements privés,Région,2001-02,EC_PARAM,2001,R04,non,PR,304,Autres données,non,La Réunion,R04,Données diffusables,Écoles paramédicales et sociales,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,37f7ad9616bf0537fa2c0f9852223bcf24c49561,Feminin,REGION,oui,2,non,Établissements privés,Région,2001-02,TOTAL,2001,R04,non,PR,530,Autres données,non,La Réunion,R04,Données diffusables,Total des formations d'enseignement supérieur,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,0a687ae67409d6afccfb564804e9c9f4fb0c45f1,Feminin,REGION,oui,2,non,Établissements publics,Région,2001-02,UNIV,2001,R04,non,PU,6292,Autres données,oui,La Réunion,R04,Données diffusables,Universités,2017-04-03T14:31:09+02:00,,102
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,819ade5ee258beaa19cfc76397f712c3fbc2d827,Feminin,REGION,oui,2,non,Établissements publics,Région,2001-02,CPGE,2001,R11,non,PU,8124,Autres données,non,Île-de-France,R11,Données diffusables,Classes préparatoires aux grandes écoles (CPGE),2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,4c86369a98d3c73dffbbb665efa3c6c599ac50ab,Feminin,REGION,oui,2,non,Établissements privés,Région,2001-02,EC_JUR,2001,R11,non,PR,1125,Autres données,non,Île-de-France,R11,Données diffusables,Écoles juridiques et administratives,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,8ad88ffb44c04406ff18cc1f71d6fd68cad8e063,Feminin,REGION,oui,2,non,Établissements publics,Région,2001-02,EC_JUR,2001,R11,non,PU,822,Autres données,non,Île-de-France,R11,Données diffusables,Écoles juridiques et administratives,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,98298ad7ea05afbf3ab72b120fa2231fa3a99cb0,Masculin,REGION,oui,1,non,Établissements publics,Région,2001-02,EC_autres,2001,R11,non,PU,5947,Autres données,non,Île-de-France,R11,Données diffusables,Autres écoles de spécialités diverses,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,875d9702e7df97f19040156e12c300387b63df9b,Feminin,REGION,oui,2,non,Établissements publics,Région,2001-02,ENS,2001,R11,non,PU,622,Autres données,non,Île-de-France,R11,Données diffusables,Écoles normales supérieures (ENS),2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,1fa0410647b6b7e2a066fa470590bf1a66a3f9b1,Masculin,REGION,oui,1,non,Établissements privés,Région,2001-02,EPEU,2001,R11,non,PR,1633,Autres données,non,Île-de-France,R11,Données diffusables,Etablissements d'enseignement universitaire privés,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,0c89fa6b6ece822278471557cbcf4916fda346f3,Feminin,REGION,oui,2,non,Établissements publics,Région,2001-02,STS,2001,R11,non,PU,15838,Autres données,non,Île-de-France,R11,Données diffusables,Sections de techniciens supérieurs (STS) et assimilés,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,00da508d1761365a1819bbe39dfb8c6665866ed0,Masculin,REGION,oui,1,oui,Établissements publics,Région,2001-02,TOTAL,2001,R11,non,PU,204004,Autres données,oui,Île-de-France,R11,Données diffusables,Total des formations d'enseignement supérieur,2017-04-03T14:31:09+02:00,9998,10106
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,1e56461e0c0b3c5115b10f3610cebe689aa7d7cb,Masculin,REGION,oui,1,non,Établissements privés,Région,2001-02,EC_ART,2001,R24,non,PR,59,Autres données,non,Centre-Val de Loire,R24,Données diffusables,Écoles supérieures art et culture,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,7b3c435c7dc47127d35be029637fdd1fdc2ceb09,Feminin,REGION,oui,2,non,Établissements privés,Région,2001-02,EC_JUR,2001,R24,non,PR,25,Autres données,non,Centre-Val de Loire,R24,Données diffusables,Écoles juridiques et administratives,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,b748cd790ca96d817bb470e580d152718f84ba59,Feminin,REGION,oui,2,non,Établissements privés,Région,2001-02,EC_PARAM,2001,R24,non,PR,1780,Autres données,non,Centre-Val de Loire,R24,Données diffusables,Écoles paramédicales et sociales,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,6e5b4a9fa8e3c22a681789d53e35204769ac13d5,Feminin,REGION,oui,2,non,Établissements publics,Région,2001-02,EC_autres,2001,R24,non,PU,2186,Autres données,non,Centre-Val de Loire,R24,Données diffusables,Autres écoles de spécialités diverses,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,3f8278623d0e4b7f774129867d63326834a27b19,Feminin,REGION,oui,2,oui,Établissements publics,Région,2001-02,ING_autres,2001,R24,non,PU,205,Autres données,non,Centre-Val de Loire,R24,Données diffusables,Autres formations d'ingénieurs,2017-04-03T14:31:09+02:00,205,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,e7f65abbf4ca694924a2f9329187a4abec7b5a6a,Masculin,REGION,oui,1,non,Établissements publics,Région,2001-02,STS,2001,R24,non,PU,3388,Autres données,non,Centre-Val de Loire,R24,Données diffusables,Sections de techniciens supérieurs (STS) et assimilés,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,3d03f8b88a2238b2272d66389446a2d457ccba46,Masculin,REGION,oui,1,oui,Établissements publics,Région,2001-02,TOTAL,2001,R24,non,PU,22671,Autres données,oui,Centre-Val de Loire,R24,Données diffusables,Total des formations d'enseignement supérieur,2017-04-03T14:31:09+02:00,1546,2833
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,37ff4eba9f7060a2c239f16aaabd253ba6da840f,Masculin,REGION,oui,1,oui,Établissements publics,Région,2001-02,UNIV,2001,R24,non,PU,15804,Autres données,oui,Centre-Val de Loire,R24,Données diffusables,Universités,2017-04-03T14:31:09+02:00,986,2833
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,0d0128f09216b38a59991afbd1f5387955f6f60e,Feminin,REGION,oui,2,non,Établissements privés,Région,2001-02,STS,2001,R27,non,PR,1232,Autres données,non,Bourgogne-Franche-Comté,R27,Données diffusables,Sections de techniciens supérieurs (STS) et assimilés,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,f0730be7dbab83b54fd5c038834d93e40f36ed49,Masculin,REGION,oui,1,non,Établissements privés,Région,2001-02,STS,2001,R27,non,PR,760,Autres données,non,Bourgogne-Franche-Comté,R27,Données diffusables,Sections de techniciens supérieurs (STS) et assimilés,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,45feabedeb1dabf4ab68e5ead2122a07ec0ac659,Masculin,REGION,oui,1,non,Établissements publics,Région,2001-02,STS,2001,R27,non,PU,4702,Autres données,non,Bourgogne-Franche-Comté,R27,Données diffusables,Sections de techniciens supérieurs (STS) et assimilés,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,e10b3bcc9d4b896004ba83c4d5785ac9fc90890f,Feminin,REGION,oui,2,non,Établissements publics,Région,2001-02,STS,2001,R27,non,PU,3859,Autres données,non,Bourgogne-Franche-Comté,R27,Données diffusables,Sections de techniciens supérieurs (STS) et assimilés,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,2f2fc7733cc65e854c1f1624dcf59bc8b17266e9,Feminin,REGION,oui,2,non,Établissements privés,Région,2001-02,TOTAL,2001,R27,non,PR,3499,Autres données,non,Bourgogne-Franche-Comté,R27,Données diffusables,Total des formations d'enseignement supérieur,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,60433ffd5e1b74d9c8267f0bbc80d38e3f7c4381,Masculin,REGION,oui,1,non,Établissements publics,Région,2001-02,CPGE,2001,R28,non,PU,1290,Autres données,non,Normandie,R28,Données diffusables,Classes préparatoires aux grandes écoles (CPGE),2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,069f83a1f36bcc847e212d99f811f8033ea35691,Feminin,REGION,oui,2,non,Établissements privés,Région,2001-02,EC_COM,2001,R28,non,PR,1357,Autres données,non,Normandie,R28,Données diffusables,"Ecoles de commerce, gestion et comptabilité",2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,e0ad514bb898863898cda6cc4d9dc064f331d812,Feminin,REGION,oui,2,non,Établissements publics,Région,2001-02,EC_JUR,2001,R28,non,PU,2,Autres données,non,Normandie,R28,Données diffusables,Écoles juridiques et administratives,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,446079027fc1da67d0a5269386289e3a63671135,Masculin,REGION,oui,1,non,Établissements publics,Région,2001-02,EC_PARAM,2001,R28,non,PU,492,Autres données,non,Normandie,R28,Données diffusables,Écoles paramédicales et sociales,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,6aa71c07fe3ed18b66bce2117242bc38deb7f9a8,Feminin,REGION,oui,2,non,Établissements publics,Région,2001-02,STS,2001,R28,non,PU,3850,Autres données,non,Normandie,R28,Données diffusables,Sections de techniciens supérieurs (STS) et assimilés,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,2566600426027bd78f9050022a432dc621bb60c9,Masculin,REGION,oui,1,non,Établissements privés,Région,2001-02,CPGE,2001,R32,non,PR,1011,Autres données,non,Hauts-de-France,R32,Données diffusables,Classes préparatoires aux grandes écoles (CPGE),2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,fea4634fc5b8bbad1980205436259f7efcc8eada,Feminin,REGION,oui,2,non,Établissements publics,Région,2001-02,EC_JUR,2001,R32,non,PU,53,Autres données,non,Hauts-de-France,R32,Données diffusables,Écoles juridiques et administratives,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,1a03ee762640bad168211881dce0afd459316238,Masculin,REGION,oui,1,non,Établissements privés,Région,2001-02,EPEU,2001,R32,non,PR,1549,Autres données,non,Hauts-de-France,R32,Données diffusables,Etablissements d'enseignement universitaire privés,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,da4a62439a706c1fcf2d7fad75aec47b93f9f106,Feminin,REGION,oui,2,oui,Établissements privés,Région,2001-02,ING_autres,2001,R32,non,PR,749,Autres données,non,Hauts-de-France,R32,Données diffusables,Autres formations d'ingénieurs,2017-04-03T14:31:09+02:00,749,
